int_corr,diff_age,diff_date,diff_go_out,sinc_o,attr_o,fun_o,diff_intel,diff_sinc,diff_shar,diff_amb,diff_attr,diff_fun,intel_o,match
0.77,2.0,0.0,0.0,1,1,0,10.0,0.0,13.0,2.0,30.0,5.0,0,1.0
0.69,3.0,1.0,0.0,1,1,0,0.0,5.0,15.0,0.0,10.0,0.0,0,0.0
0.33,1.0,2.0,0.0,0,0,0,10.0,5.0,5.0,5.0,0.0,5.0,0,0.0
0.06,3.0,0.0,0.0,1,1,0,0.0,0.0,5.0,5.0,10.0,10.0,1,0.0
0.17,2.0,4.0,2.0,0,0,0,0.0,0.0,5.0,10.0,5.0,0.0,0,0.0
0.11,1.0,3.0,1.0,0,0,0,10.0,0.0,,,60.0,,0,0.0
0.03,,0.0,2.0,1,1,1,0.0,10.0,,,20.0,0.0,1,0.0
0.5,0.0,0.0,1.0,1,1,1,10.0,5.0,5.0,10.0,20.0,0.0,1,0.0
0.0,1.0,2.0,0.0,1,1,1,5.0,15.0,5.0,15.0,5.0,5.0,1,0.0
0.3,1.0,3.0,2.0,1,1,0,5.0,30.0,5.0,15.0,5.0,10.0,0,0.0
0.47,0.0,0.0,0.0,0,1,1,0.0,5.0,8.0,8.0,0.0,5.0,0,1.0
0.33,1.0,1.0,0.0,1,1,0,10.0,0.0,10.0,10.0,20.0,10.0,0,0.0
0.05,3.0,2.0,0.0,0,0,0,0.0,0.0,0.0,15.0,30.0,15.0,0,0.0
0.12,1.0,0.0,0.0,1,1,1,10.0,5.0,0.0,15.0,20.0,0.0,1,0.0
0.54,2.0,6.0,2.0,0,0,0,5.0,5.0,15.0,10.0,10.0,5.0,0,0.0
0.4,1.0,5.0,1.0,1,0,0,15.0,5.0,,,65.0,,0,0.0
0.07,,2.0,2.0,0,1,1,5.0,5.0,,,25.0,5.0,1,1.0
0.31,0.0,2.0,1.0,1,1,0,15.0,0.0,5.0,10.0,25.0,5.0,0,0.0
0.42,1.0,4.0,0.0,1,1,0,0.0,10.0,5.0,15.0,10.0,10.0,0,1.0
0.33,1.0,5.0,2.0,0,1,1,10.0,25.0,5.0,15.0,10.0,15.0,1,0.0
0.62,0.0,2.0,0.0,1,1,1,5.0,0.0,18.0,8.0,5.0,10.0,1,1.0
0.68,1.0,3.0,0.0,0,0,0,15.0,5.0,20.0,10.0,25.0,15.0,0,0.0
0.41,3.0,4.0,0.0,0,0,0,5.0,5.0,10.0,15.0,35.0,20.0,0,0.0
0.08,1.0,2.0,0.0,1,1,1,15.0,0.0,10.0,15.0,25.0,5.0,1,1.0
0.3,2.0,2.0,2.0,0,0,0,10.0,0.0,10.0,5.0,5.0,0.0,0,0.0
0.49,1.0,1.0,1.0,0,0,0,20.0,0.0,,,60.0,,0,0.0
0.45,,2.0,2.0,1,1,0,10.0,10.0,,,20.0,0.0,1,0.0
0.13,0.0,2.0,1.0,1,1,1,20.0,5.0,0.0,5.0,20.0,0.0,0,1.0
0.09,1.0,0.0,0.0,0,1,1,5.0,15.0,0.0,10.0,5.0,5.0,0,1.0
0.4,1.0,1.0,2.0,1,0,0,15.0,30.0,0.0,10.0,5.0,10.0,0,0.0
0.71,0.0,2.0,0.0,1,1,1,10.0,5.0,13.0,3.0,0.0,5.0,1,1.0
0.58,1.0,1.0,0.0,0,0,0,20.0,0.0,15.0,5.0,20.0,10.0,0,0.0
0.07,3.0,0.0,0.0,0,0,0,10.0,0.0,5.0,10.0,30.0,15.0,0,0.0
0.05,1.0,2.0,0.0,1,1,1,20.0,5.0,5.0,10.0,20.0,0.0,1,0.0
0.13,1.0,0.0,1.0,0,0,0,0.0,10.0,5.0,0.0,5.0,0.0,0,0.0
0.06,0.0,1.0,2.0,0,0,0,10.0,10.0,,,60.0,,0,0.0
0.26,,4.0,1.0,1,0,0,0.0,0.0,,,20.0,0.0,1,0.0
0.34,1.0,4.0,2.0,1,1,1,10.0,5.0,5.0,0.0,20.0,0.0,1,1.0
0.05,2.0,2.0,3.0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.0
0.6,2.0,1.0,1.0,1,0,0,5.0,20.0,5.0,5.0,5.0,10.0,0,0.0
0.1,1.0,4.0,3.0,1,0,0,0.0,5.0,8.0,2.0,0.0,5.0,1,0.0
0.04,2.0,3.0,3.0,0,0,0,10.0,10.0,10.0,0.0,20.0,10.0,1,0.0
0.13,2.0,2.0,3.0,0,0,0,0.0,10.0,0.0,5.0,30.0,15.0,0,0.0
0.48,2.0,4.0,3.0,1,0,0,10.0,5.0,0.0,5.0,20.0,0.0,0,0.0
0.45,2.0,3.0,2.0,0,0,0,5.0,5.0,10.0,5.0,10.0,5.0,0,0.0
0.11,1.0,2.0,1.0,0,0,0,15.0,5.0,,,65.0,,0,0.0
0.32,,1.0,2.0,1,1,0,5.0,5.0,,,25.0,5.0,1,0.0
0.09,0.0,1.0,1.0,1,1,1,15.0,0.0,0.0,5.0,25.0,5.0,1,1.0
0.28,1.0,1.0,0.0,0,0,0,0.0,10.0,0.0,10.0,10.0,10.0,0,0.0
0.44,1.0,2.0,2.0,1,0,1,10.0,25.0,0.0,10.0,10.0,15.0,1,1.0
0.76,0.0,1.0,0.0,1,1,0,5.0,0.0,13.0,3.0,5.0,10.0,0,1.0
0.85,1.0,0.0,0.0,0,1,0,15.0,5.0,15.0,5.0,25.0,15.0,0,0.0
0.22,3.0,1.0,0.0,0,0,0,5.0,5.0,5.0,10.0,35.0,20.0,0,0.0
0.08,1.0,1.0,0.0,1,1,1,15.0,0.0,5.0,10.0,25.0,5.0,1,0.0
0.35,1.0,4.0,2.0,0,0,0,0.0,5.0,0.0,0.0,10.0,5.0,0,0.0
0.19,0.0,3.0,1.0,0,0,0,10.0,5.0,,,65.0,,0,0.0
0.31,,0.0,2.0,1,1,1,0.0,5.0,,,25.0,5.0,1,1.0
0.44,1.0,0.0,1.0,1,1,1,10.0,0.0,10.0,0.0,25.0,5.0,1,1.0
0.24,2.0,2.0,0.0,1,1,1,5.0,10.0,10.0,5.0,10.0,10.0,1,1.0
0.3,2.0,3.0,2.0,1,1,0,5.0,25.0,10.0,5.0,10.0,15.0,0,1.0
0.34,1.0,0.0,0.0,1,1,1,0.0,0.0,3.0,2.0,5.0,10.0,1,1.0
0.26,2.0,1.0,0.0,1,0,0,10.0,5.0,5.0,0.0,25.0,15.0,0,0.0
0.37,2.0,2.0,0.0,1,1,0,0.0,5.0,5.0,5.0,35.0,20.0,0,0.0
0.29,2.0,0.0,0.0,1,1,1,10.0,0.0,5.0,5.0,25.0,5.0,1,1.0
0.03,2.0,0.0,0.0,1,1,0,2.0,0.0,4.0,8.0,6.0,4.0,0,0.0
0.5,2.0,1.0,0.0,1,0,0,0.0,0.0,0.0,10.0,10.0,0.0,1,0.0
0.26,2.0,2.0,1.0,1,0,0,30.0,17.0,0.0,8.0,5.0,0.0,1,0.0
0.74,4.0,2.0,6.0,1,0,0,2.0,1.0,8.0,0.0,5.0,2.0,0,0.0
0.08,0.0,2.0,2.0,1,1,1,0.0,5.0,10.0,10.0,5.0,0.0,1,0.0
0.14,4.0,1.0,3.0,1,0,1,0.0,5.0,5.0,10.0,5.0,5.0,1,0.0
0.35,4.0,2.0,1.0,0,0,0,0.0,5.0,10.0,5.0,5.0,5.0,0,0.0
0.18,5.0,2.0,0.0,0,0,0,0.0,0.0,10.0,5.0,5.0,0.0,0,0.0
0.26,3.0,1.0,3.0,0,0,0,5.0,5.0,0.0,5.0,0.0,5.0,0,0.0
0.43,5.0,1.0,0.0,0,0,0,10.0,10.0,5.0,10.0,10.0,15.0,0,0.0
0.4,8.0,1.0,0.0,1,0,1,0.0,12.0,5.0,1.0,10.0,8.0,0,0.0
0.61,2.0,2.0,1.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
0.46,1.0,0.0,1.0,1,0,0,0.0,10.0,10.0,10.0,10.0,0.0,1,0.0
0.07,0.0,0.0,3.0,1,1,1,0.0,0.0,10.0,10.0,10.0,10.0,1,0.0
0.4,1.0,2.0,0.0,0,0,0,5.0,0.0,5.0,10.0,10.0,0.0,0,0.0
0.56,4.0,2.0,2.0,0,0,0,0.0,5.0,5.0,10.0,10.0,10.0,1,0.0
0.29,5.0,1.0,1.0,0,0,0,0.0,0.0,0.0,5.0,5.0,0.0,0,0.0
0.43,7.0,2.0,1.0,1,0,0,10.0,10.0,10.0,0.0,10.0,0.0,1,0.0
0.31,1.0,1.0,0.0,1,1,0,3.0,0.0,19.0,13.0,6.0,9.0,0,0.0
0.75,1.0,0.0,0.0,1,0,1,5.0,0.0,15.0,15.0,10.0,5.0,1,1.0
0.61,3.0,3.0,1.0,1,0,1,35.0,17.0,15.0,3.0,5.0,5.0,1,1.0
0.5,5.0,1.0,6.0,0,0,0,3.0,1.0,7.0,5.0,5.0,3.0,0,0.0
0.36,1.0,1.0,2.0,1,1,1,5.0,5.0,25.0,15.0,5.0,5.0,1,0.0
0.52,5.0,2.0,3.0,1,0,1,5.0,5.0,10.0,15.0,5.0,0.0,1,0.0
0.52,5.0,3.0,1.0,0,0,0,5.0,5.0,5.0,10.0,5.0,0.0,0,0.0
0.5,6.0,1.0,0.0,1,1,0,5.0,0.0,5.0,0.0,5.0,5.0,0,1.0
0.54,2.0,0.0,3.0,0,0,0,0.0,5.0,15.0,10.0,0.0,0.0,0,0.0
0.61,4.0,2.0,0.0,0,0,0,15.0,10.0,20.0,5.0,10.0,10.0,0,0.0
0.62,7.0,0.0,0.0,1,0,0,5.0,12.0,10.0,6.0,10.0,3.0,1,0.0
0.76,3.0,3.0,1.0,1,1,1,5.0,0.0,15.0,5.0,0.0,5.0,1,0.0
0.67,0.0,1.0,1.0,0,0,0,5.0,10.0,5.0,15.0,10.0,5.0,0,0.0
0.17,1.0,1.0,3.0,0,0,1,5.0,0.0,5.0,15.0,10.0,5.0,1,0.0
0.54,2.0,1.0,0.0,0,0,0,0.0,0.0,10.0,15.0,10.0,5.0,0,0.0
0.79,5.0,1.0,2.0,0,0,0,5.0,5.0,10.0,15.0,10.0,5.0,0,0.0
0.76,6.0,2.0,1.0,1,1,1,5.0,0.0,15.0,10.0,5.0,5.0,1,0.0
0.53,6.0,1.0,1.0,0,0,0,15.0,10.0,5.0,5.0,10.0,5.0,0,1.0
0.34,4.0,1.0,0.0,1,1,0,12.0,10.0,24.0,13.0,1.0,14.0,0,0.0
0.6,4.0,2.0,0.0,1,1,0,10.0,10.0,20.0,15.0,5.0,10.0,1,1.0
0.62,0.0,1.0,1.0,1,0,1,20.0,7.0,20.0,3.0,0.0,10.0,1,1.0
0.4,2.0,3.0,6.0,1,0,0,12.0,11.0,12.0,5.0,0.0,8.0,0,1.0
0.58,2.0,3.0,2.0,1,1,1,10.0,5.0,30.0,15.0,10.0,10.0,1,0.0
0.3,2.0,0.0,3.0,1,0,1,10.0,5.0,15.0,15.0,0.0,5.0,1,0.0
0.27,2.0,1.0,1.0,0,0,1,10.0,5.0,10.0,10.0,0.0,5.0,0,0.0
0.73,3.0,3.0,0.0,1,0,0,10.0,10.0,10.0,0.0,0.0,10.0,0,1.0
0.59,5.0,2.0,3.0,1,0,0,15.0,15.0,20.0,10.0,5.0,5.0,0,0.0
0.65,7.0,0.0,0.0,0,0,0,0.0,20.0,25.0,5.0,15.0,5.0,1,0.0
0.81,10.0,2.0,0.0,1,0,1,10.0,22.0,15.0,6.0,5.0,2.0,1,0.0
0.66,0.0,1.0,1.0,1,0,1,10.0,10.0,20.0,5.0,5.0,10.0,1,1.0
0.6,3.0,1.0,1.0,1,0,1,10.0,0.0,10.0,15.0,5.0,10.0,1,0.0
0.34,2.0,1.0,3.0,1,1,1,10.0,10.0,10.0,15.0,5.0,0.0,1,1.0
0.8,1.0,3.0,0.0,0,0,0,15.0,10.0,15.0,15.0,5.0,10.0,0,0.0
0.59,2.0,3.0,2.0,1,1,0,10.0,15.0,15.0,15.0,5.0,0.0,1,1.0
0.56,3.0,0.0,1.0,1,0,0,10.0,10.0,20.0,10.0,0.0,10.0,0,0.0
0.63,9.0,3.0,1.0,0,0,1,0.0,0.0,10.0,5.0,5.0,10.0,0,1.0
0.09,5.0,1.0,2.0,1,1,0,17.0,0.0,9.0,18.0,4.0,4.0,0,0.0
0.72,5.0,0.0,2.0,1,1,1,15.0,0.0,5.0,20.0,0.0,0.0,1,0.0
0.39,1.0,3.0,1.0,1,1,0,15.0,17.0,5.0,2.0,5.0,0.0,1,0.0
0.52,1.0,1.0,4.0,1,1,0,17.0,1.0,3.0,10.0,5.0,2.0,0,0.0
0.39,3.0,1.0,0.0,1,1,1,15.0,5.0,15.0,20.0,15.0,0.0,1,0.0
0.31,1.0,2.0,1.0,1,1,0,15.0,5.0,0.0,20.0,5.0,5.0,1,0.0
0.55,1.0,3.0,1.0,1,1,0,15.0,5.0,5.0,15.0,5.0,5.0,0,0.0
0.44,2.0,1.0,2.0,1,1,0,15.0,0.0,5.0,5.0,5.0,0.0,0,1.0
0.33,6.0,0.0,1.0,0,0,0,20.0,5.0,5.0,15.0,10.0,5.0,0,0.0
0.76,8.0,2.0,2.0,0,0,0,5.0,10.0,10.0,0.0,20.0,15.0,1,1.0
0.83,11.0,0.0,2.0,1,0,0,15.0,12.0,0.0,11.0,0.0,8.0,1,0.0
0.56,1.0,3.0,1.0,1,1,1,15.0,0.0,5.0,10.0,10.0,0.0,1,0.0
0.55,4.0,1.0,1.0,1,1,1,15.0,10.0,5.0,20.0,0.0,0.0,0,1.0
0.31,3.0,1.0,1.0,1,1,1,15.0,0.0,5.0,20.0,0.0,10.0,1,0.0
0.6,2.0,1.0,2.0,0,0,0,20.0,0.0,0.0,20.0,0.0,0.0,0,1.0
0.51,1.0,1.0,0.0,0,1,0,15.0,5.0,0.0,20.0,0.0,10.0,0,0.0
0.41,2.0,2.0,1.0,1,1,1,15.0,0.0,5.0,15.0,5.0,0.0,0,0.0
0.32,10.0,1.0,1.0,0,0,0,5.0,10.0,5.0,10.0,0.0,0.0,0,0.0
0.23,8.0,1.0,0.0,1,1,0,3.0,4.0,2.0,13.0,5.0,1.0,0,0.0
0.8,8.0,2.0,0.0,1,1,1,1.0,4.0,2.0,15.0,9.0,3.0,1,1.0
0.42,4.0,1.0,1.0,1,1,1,29.0,21.0,2.0,3.0,4.0,3.0,1,1.0
0.23,2.0,3.0,6.0,1,0,0,3.0,3.0,10.0,5.0,4.0,5.0,1,0.0
0.58,6.0,3.0,2.0,1,1,1,1.0,9.0,8.0,15.0,6.0,3.0,1,0.0
0.18,2.0,0.0,3.0,1,0,1,1.0,9.0,7.0,15.0,4.0,8.0,1,0.0
0.72,2.0,1.0,1.0,1,1,1,1.0,9.0,12.0,10.0,4.0,8.0,1,1.0
0.52,1.0,3.0,0.0,1,1,0,1.0,4.0,12.0,0.0,4.0,3.0,0,1.0
0.56,9.0,2.0,3.0,0,1,0,6.0,1.0,2.0,10.0,1.0,8.0,0,1.0
0.71,11.0,0.0,0.0,1,0,0,9.0,6.0,3.0,5.0,11.0,18.0,1,0.0
0.72,14.0,2.0,0.0,1,1,0,1.0,8.0,7.0,6.0,9.0,11.0,1,1.0
0.71,4.0,1.0,1.0,1,1,1,1.0,4.0,2.0,5.0,1.0,3.0,1,1.0
0.51,7.0,1.0,1.0,1,0,1,1.0,14.0,12.0,15.0,9.0,3.0,0,0.0
0.07,6.0,1.0,3.0,1,0,1,1.0,4.0,12.0,15.0,9.0,13.0,1,0.0
0.52,5.0,3.0,0.0,1,0,0,6.0,4.0,7.0,15.0,9.0,3.0,0,1.0
0.65,2.0,3.0,2.0,1,1,1,1.0,1.0,7.0,15.0,9.0,13.0,1,1.0
0.63,1.0,0.0,1.0,1,1,1,1.0,4.0,2.0,10.0,4.0,3.0,1,1.0
0.36,13.0,3.0,1.0,0,1,1,9.0,14.0,12.0,5.0,9.0,3.0,0,1.0
0.37,7.0,2.0,2.0,1,1,0,17.0,0.0,14.0,13.0,4.0,14.0,0,0.0
0.06,7.0,1.0,2.0,1,1,1,15.0,0.0,10.0,15.0,0.0,10.0,1,0.0
0.31,3.0,4.0,1.0,1,0,0,15.0,17.0,10.0,3.0,5.0,10.0,1,1.0
0.1,1.0,0.0,4.0,1,0,1,17.0,1.0,2.0,5.0,5.0,8.0,0,0.0
0.38,5.0,0.0,0.0,1,1,1,15.0,5.0,20.0,15.0,15.0,10.0,1,0.0
0.18,1.0,3.0,1.0,1,0,0,15.0,5.0,5.0,15.0,5.0,5.0,1,0.0
0.26,1.0,4.0,1.0,0,0,0,15.0,5.0,0.0,10.0,5.0,5.0,0,0.0
0.21,0.0,0.0,2.0,1,0,0,15.0,0.0,0.0,0.0,5.0,10.0,0,0.0
0.44,8.0,1.0,1.0,1,0,0,20.0,5.0,10.0,10.0,10.0,5.0,0,0.0
0.06,10.0,3.0,2.0,0,0,0,5.0,10.0,15.0,5.0,20.0,5.0,1,0.0
0.17,13.0,1.0,2.0,1,0,1,15.0,12.0,5.0,6.0,0.0,2.0,1,0.0
0.04,3.0,4.0,1.0,1,0,1,15.0,0.0,10.0,5.0,10.0,10.0,1,0.0
0.09,6.0,2.0,1.0,1,0,1,15.0,10.0,0.0,15.0,0.0,10.0,1,0.0
0.05,5.0,2.0,1.0,1,1,1,15.0,0.0,0.0,15.0,0.0,0.0,1,0.0
0.24,4.0,0.0,2.0,0,0,0,20.0,0.0,5.0,15.0,0.0,10.0,0,0.0
0.09,1.0,0.0,0.0,1,0,0,15.0,5.0,5.0,15.0,0.0,0.0,1,1.0
0.11,0.0,3.0,1.0,0,0,0,15.0,0.0,10.0,10.0,5.0,10.0,0,0.0
0.06,12.0,0.0,1.0,1,0,0,5.0,10.0,0.0,5.0,0.0,10.0,1,0.0
0.36,4.0,2.0,0.0,1,1,0,2.0,5.0,1.0,18.0,16.0,4.0,0,0.0
0.03,4.0,1.0,0.0,1,1,1,0.0,5.0,5.0,20.0,20.0,0.0,1,1.0
0.24,0.0,4.0,1.0,1,1,1,30.0,12.0,5.0,2.0,15.0,0.0,1,1.0
0.28,2.0,0.0,6.0,1,0,0,2.0,6.0,13.0,10.0,15.0,2.0,0,0.0
0.22,2.0,0.0,2.0,1,0,0,0.0,0.0,5.0,20.0,5.0,0.0,1,0.0
0.15,2.0,3.0,3.0,1,0,1,0.0,0.0,10.0,20.0,15.0,5.0,1,0.0
0.27,2.0,4.0,1.0,0,0,0,0.0,0.0,15.0,15.0,15.0,5.0,0,0.0
0.06,3.0,0.0,0.0,1,1,1,0.0,5.0,15.0,5.0,15.0,0.0,1,1.0
0.14,5.0,1.0,3.0,1,1,0,5.0,10.0,5.0,15.0,10.0,5.0,1,0.0
0.17,7.0,3.0,0.0,0,0,1,10.0,15.0,0.0,0.0,0.0,15.0,0,1.0
0.09,10.0,1.0,0.0,1,0,1,0.0,17.0,10.0,11.0,20.0,8.0,1,0.0
0.08,0.0,4.0,1.0,1,1,1,0.0,5.0,5.0,10.0,10.0,0.0,1,1.0
0.02,3.0,2.0,1.0,1,1,1,0.0,5.0,15.0,20.0,20.0,0.0,1,0.0
0.31,2.0,2.0,3.0,1,1,1,0.0,5.0,15.0,20.0,20.0,10.0,1,1.0
0.03,1.0,0.0,0.0,0,0,0,5.0,5.0,10.0,20.0,20.0,0.0,0,0.0
0.2,2.0,0.0,2.0,1,1,0,0.0,10.0,10.0,20.0,20.0,10.0,1,0.0
0.28,3.0,3.0,1.0,1,1,1,0.0,5.0,5.0,15.0,15.0,0.0,1,1.0
0.02,9.0,0.0,1.0,1,0,1,10.0,5.0,15.0,10.0,20.0,0.0,1,1.0
0.45,2.0,0.0,2.0,1,1,1,7.0,5.0,1.0,2.0,6.0,9.0,0,1.0
0.8,2.0,1.0,2.0,1,1,0,5.0,5.0,5.0,0.0,10.0,5.0,1,0.0
0.33,2.0,2.0,1.0,1,1,0,25.0,12.0,5.0,18.0,5.0,5.0,0,0.0
0.05,4.0,2.0,4.0,1,1,1,7.0,6.0,13.0,10.0,5.0,3.0,1,0.0
0.56,0.0,2.0,0.0,1,1,1,5.0,0.0,5.0,0.0,5.0,5.0,1,1.0
0.08,4.0,1.0,1.0,1,0,0,5.0,0.0,10.0,0.0,5.0,0.0,1,0.0
0.59,4.0,2.0,1.0,0,0,0,5.0,0.0,15.0,5.0,5.0,0.0,0,0.0
0.14,5.0,2.0,2.0,1,1,1,5.0,5.0,15.0,15.0,5.0,5.0,0,1.0
0.56,3.0,1.0,1.0,1,1,0,10.0,10.0,5.0,5.0,0.0,0.0,1,0.0
0.68,5.0,1.0,2.0,0,0,0,5.0,15.0,0.0,20.0,10.0,10.0,0,0.0
0.51,8.0,1.0,2.0,1,1,0,5.0,17.0,10.0,9.0,10.0,3.0,1,0.0
0.52,2.0,2.0,1.0,1,1,0,5.0,5.0,5.0,10.0,0.0,5.0,1,0.0
0.53,1.0,0.0,1.0,1,0,1,5.0,5.0,15.0,0.0,10.0,5.0,1,1.0
0.12,0.0,0.0,1.0,1,1,0,5.0,5.0,15.0,0.0,10.0,5.0,1,0.0
0.42,1.0,2.0,2.0,0,0,1,10.0,5.0,10.0,0.0,10.0,5.0,0,1.0
0.59,4.0,2.0,0.0,0,1,1,5.0,10.0,10.0,0.0,10.0,5.0,1,0.0
0.63,5.0,1.0,1.0,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.0
0.19,7.0,2.0,1.0,0,0,0,5.0,5.0,15.0,10.0,10.0,5.0,0,0.0
0.06,3.0,1.0,0.0,1,1,0,2.0,15.0,9.0,8.0,26.0,14.0,0,0.0
0.2,3.0,2.0,0.0,1,1,0,0.0,15.0,5.0,10.0,30.0,10.0,1,0.0
0.12,1.0,1.0,1.0,1,1,0,30.0,2.0,5.0,8.0,25.0,10.0,1,1.0
0.05,3.0,3.0,6.0,1,0,0,2.0,16.0,3.0,0.0,25.0,8.0,0,0.0
0.19,1.0,3.0,2.0,1,1,0,0.0,10.0,15.0,10.0,15.0,10.0,1,0.0
0.34,3.0,0.0,3.0,1,0,0,0.0,10.0,0.0,10.0,25.0,5.0,0,0.0
0.62,3.0,1.0,1.0,0,0,0,0.0,10.0,5.0,5.0,25.0,5.0,0,0.0
0.13,4.0,3.0,0.0,0,1,0,0.0,15.0,5.0,5.0,25.0,10.0,0,0.0
0.12,4.0,2.0,3.0,1,1,0,5.0,20.0,5.0,5.0,20.0,5.0,0,0.0
0.1,6.0,0.0,0.0,0,0,0,10.0,25.0,10.0,10.0,10.0,5.0,0,0.0
0.0,9.0,2.0,0.0,1,1,1,0.0,27.0,0.0,1.0,30.0,2.0,1,0.0
0.06,1.0,1.0,1.0,1,0,1,0.0,15.0,5.0,0.0,20.0,10.0,1,0.0
0.2,2.0,1.0,1.0,1,0,0,0.0,5.0,5.0,10.0,30.0,10.0,1,0.0
0.38,1.0,1.0,3.0,1,1,1,0.0,15.0,5.0,10.0,30.0,0.0,1,0.0
0.18,0.0,3.0,0.0,0,0,0,5.0,15.0,0.0,10.0,30.0,10.0,0,0.0
0.21,3.0,3.0,2.0,1,0,0,0.0,20.0,0.0,10.0,30.0,0.0,1,0.0
0.15,4.0,0.0,1.0,1,1,1,0.0,15.0,5.0,5.0,25.0,10.0,0,0.0
0.05,8.0,3.0,1.0,0,0,0,10.0,5.0,5.0,0.0,30.0,10.0,0,0.0
0.15,3.0,1.0,3.0,1,0,0,12.0,10.0,6.0,8.0,16.0,4.0,0,0.0
0.12,3.0,2.0,3.0,1,0,0,10.0,10.0,10.0,10.0,20.0,0.0,1,0.0
0.21,7.0,1.0,2.0,0,0,0,20.0,7.0,10.0,8.0,15.0,0.0,0,0.0
0.22,9.0,3.0,3.0,1,0,0,12.0,11.0,18.0,0.0,15.0,2.0,0,0.0
0.35,5.0,3.0,1.0,1,0,0,10.0,5.0,0.0,10.0,5.0,0.0,1,0.0
0.26,9.0,0.0,0.0,1,0,0,10.0,5.0,15.0,10.0,15.0,5.0,1,0.0
0.42,9.0,1.0,2.0,0,0,0,10.0,5.0,20.0,5.0,15.0,5.0,0,0.0
0.28,10.0,3.0,3.0,1,0,0,10.0,10.0,20.0,5.0,15.0,0.0,0,0.0
0.08,2.0,2.0,0.0,1,0,0,15.0,15.0,10.0,5.0,10.0,5.0,1,0.0
0.1,0.0,0.0,3.0,0,0,0,0.0,20.0,5.0,10.0,0.0,15.0,0,0.0
0.18,3.0,2.0,3.0,1,0,0,10.0,22.0,15.0,1.0,20.0,8.0,1,0.0
0.01,7.0,1.0,2.0,1,0,0,10.0,10.0,10.0,0.0,10.0,0.0,1,0.0
0.11,4.0,1.0,2.0,1,0,0,10.0,0.0,20.0,10.0,20.0,0.0,1,0.0
0.06,5.0,1.0,0.0,1,1,1,10.0,10.0,20.0,10.0,20.0,10.0,1,1.0
0.15,6.0,3.0,3.0,0,0,0,15.0,10.0,15.0,10.0,20.0,0.0,0,0.0
0.07,9.0,3.0,1.0,1,0,0,10.0,15.0,15.0,10.0,20.0,10.0,1,0.0
0.0,10.0,0.0,2.0,1,0,0,10.0,10.0,10.0,5.0,15.0,0.0,0,0.0
0.02,2.0,3.0,2.0,0,0,0,0.0,0.0,20.0,0.0,20.0,0.0,1,0.0
0.05,7.0,1.0,2.0,0,1,0,8.0,12.0,14.0,8.0,26.0,12.0,0,0.0
0.16,7.0,2.0,2.0,1,0,1,10.0,12.0,10.0,10.0,30.0,8.0,1,0.0
0.19,3.0,1.0,1.0,1,0,0,40.0,5.0,10.0,8.0,25.0,8.0,1,0.0
0.08,1.0,3.0,4.0,1,0,0,8.0,13.0,2.0,0.0,25.0,6.0,1,0.0
0.31,5.0,3.0,0.0,1,0,0,10.0,7.0,20.0,10.0,15.0,8.0,1,0.0
0.46,1.0,0.0,1.0,1,0,0,10.0,7.0,5.0,10.0,25.0,3.0,1,0.0
0.16,1.0,1.0,1.0,0,0,0,10.0,7.0,0.0,5.0,25.0,3.0,0,0.0
0.13,0.0,3.0,2.0,1,0,0,10.0,12.0,0.0,5.0,25.0,8.0,0,0.0
0.18,8.0,2.0,1.0,1,0,0,5.0,17.0,10.0,5.0,20.0,3.0,1,0.0
0.17,10.0,0.0,2.0,1,0,0,20.0,22.0,15.0,10.0,10.0,7.0,0,0.0
0.17,13.0,2.0,2.0,1,0,0,10.0,24.0,5.0,1.0,30.0,0.0,1,0.0
0.19,3.0,1.0,1.0,1,0,1,10.0,12.0,10.0,0.0,20.0,8.0,1,0.0
0.04,6.0,1.0,1.0,1,0,0,10.0,2.0,0.0,10.0,30.0,8.0,1,0.0
0.35,5.0,1.0,1.0,1,0,0,10.0,12.0,0.0,10.0,30.0,2.0,0,0.0
0.35,4.0,3.0,2.0,0,0,0,5.0,12.0,5.0,10.0,30.0,8.0,0,0.0
0.13,1.0,3.0,0.0,1,0,0,10.0,17.0,5.0,10.0,30.0,2.0,1,0.0
0.21,0.0,0.0,1.0,0,0,0,10.0,12.0,10.0,5.0,25.0,8.0,0,0.0
0.15,12.0,3.0,1.0,1,0,0,20.0,2.0,0.0,0.0,30.0,8.0,0,0.0
0.17,1.0,2.0,1.0,1,1,0,7.0,5.0,4.0,13.0,6.0,9.0,0,1.0
0.54,1.0,3.0,1.0,1,0,0,5.0,5.0,0.0,15.0,10.0,5.0,1,0.0
0.43,5.0,0.0,0.0,1,0,0,25.0,22.0,0.0,3.0,5.0,5.0,1,0.0
0.31,7.0,4.0,5.0,1,0,0,7.0,4.0,8.0,5.0,5.0,3.0,1,0.0
0.13,3.0,4.0,1.0,1,1,1,5.0,10.0,10.0,15.0,5.0,5.0,1,0.0
0.54,7.0,1.0,2.0,1,0,0,5.0,10.0,5.0,15.0,5.0,0.0,1,0.0
0.38,7.0,0.0,0.0,1,0,0,5.0,10.0,10.0,10.0,5.0,0.0,1,0.0
